temperature_celsius,wind_kph,precip_mm,humidity,cluster
27.4,5.4,0.69,78,0
26.3,9.7,0.0,88,0
26.1,7.9,0.96,84,0
26.5,9.4,0.0,83,0
28.1,9.7,0.0,75,1
29.5,6.5,0.0,66,1
26.0,8.3,1.03,84,0
24.5,7.6,0.43,89,0
29.0,5.0,0.01,70,1
29.1,4.7,0.0,68,1
25.5,23.8,0.0,84,2
28.0,11.2,0.02,89,0
26.5,16.2,0.04,86,2
24.2,11.2,0.01,90,0
27.4,9.4,0.0,76,1
26.1,9.4,0.07,87,0
27.4,7.9,0.0,76,1
29.3,4.3,0.0,73,1
26.2,7.6,0.58,82,0
26.4,8.6,0.0,86,0
22.8,4.7,0.0,80,0
24.5,3.6,0.0,87,0
24.0,8.6,0.0,94,0
26.7,5.0,0.0,78,0
24.8,8.6,0.0,93,0
28.1,3.6,0.0,72,1
25.2,4.7,2.07,92,0
22.6,6.5,0.0,97,0
26.1,8.3,0.0,81,0
24.8,15.1,0.0,80,2
24.8,5.0,0.56,88,0
24.3,8.6,0.69,84,0
23.2,10.1,0.4,90,0
23.8,13.7,0.0,85,2
25.2,10.4,0.0,78,0
24.1,5.8,0.0,85,0
23.0,7.6,0.82,90,0
23.8,7.2,0.0,88,0
24.1,6.1,0.63,90,0
25.1,7.6,1.4,89,0
24.8,7.6,0.61,83,0
25.6,9.0,0.0,80,0
25.0,19.1,0.18,89,2
25.0,19.1,0.0,89,2
24.2,13.0,0.02,82,2
23.1,3.6,1.97,99,0
25.6,16.6,0.9,96,2
24.2,5.0,0.12,96,0
20.0,3.6,3.05,99,0
25.0,6.8,1.06,94,0
30.3,5.8,0.0,60,1
27.0,13.0,0.0,89,2
30.9,5.8,0.0,59,1
25.1,13.0,0.11,97,2
28.9,7.6,0.0,70,1
26.8,9.0,0.0,70,1
22.6,10.8,0.0,90,0
25.9,5.0,0.0,94,0
25.2,10.1,0.71,83,0
24.3,7.9,0.27,89,0
22.6,9.0,0.01,91,0
22.7,3.6,0.01,92,0
24.1,5.4,0.8,90,0
24.2,8.3,0.0,88,0
23.7,3.6,0.0,91,0
24.7,5.0,0.01,87,0
26.2,5.4,1.53,84,0
23.0,6.8,0.02,94,0
25.5,9.0,0.02,88,0
20.5,7.6,0.0,97,0
23.7,6.1,0.42,96,0
23.5,8.3,0.0,93,0
25.8,6.5,0.02,86,0
22.9,9.4,0.0,97,0
24.7,9.0,0.0,89,0
24.2,6.5,0.01,86,0
23.1,10.4,0.0,97,0
26.9,7.6,0.03,82,0
25.1,8.3,0.23,83,0
23.2,11.9,0.0,96,0
26.9,5.4,0.0,81,0
28.8,7.2,0.0,71,1
29.8,3.6,0.04,68,1
23.2,9.4,0.0,95,0
22.9,10.1,0.3,92,0
24.5,9.7,0.0,91,0
22.7,3.6,0.69,94,0
28.1,7.2,0.0,73,1
25.3,4.7,0.02,86,0
26.0,6.1,0.04,94,0
24.3,8.6,0.0,92,0
24.1,7.9,0.0,88,0
27.2,7.9,0.0,75,1
23.1,5.4,0.38,94,0
23.7,10.1,0.03,92,0
25.9,7.6,0.04,84,0
28.0,9.0,0.89,77,0
24.4,3.6,1.0,87,0
22.1,6.8,0.0,95,0
23.1,4.3,0.03,94,0
24.3,7.9,0.31,88,0
25.9,7.6,0.07,94,0
14.3,7.2,0.0,89,3
25.9,7.6,0.0,86,0
14.8,11.2,0.09,80,3
24.0,4.3,0.53,96,0
15.3,7.9,0.02,77,3
17.0,7.9,0.0,85,0
28.9,7.2,0.0,75,1
24.9,5.8,0.02,81,0
14.4,3.6,0.08,82,3
10.2,4.3,0.0,81,3
4.1,9.7,0.01,57,3
12.6,3.6,0.15,74,3
17.2,6.5,0.04,82,3
15.1,3.6,0.15,75,3
19.3,4.7,0.12,83,0
29.8,5.4,0.0,71,1
13.6,5.8,0.0,87,3
24.4,5.4,0.03,80,0
24.2,7.2,0.04,78,0
9.5,10.1,0.0,66,3
12.9,3.6,0.0,87,3
24.7,10.8,0.0,95,0
26.9,12.6,0.64,89,2
23.5,10.4,0.37,97,0
26.2,11.5,0.0,93,0
28.3,8.3,0.0,76,1
25.7,11.2,0.0,81,0
26.0,9.7,0.0,89,0
25.2,9.4,0.0,88,0
25.0,13.3,0.0,93,2
25.5,9.4,0.0,85,0
25.4,11.5,0.0,93,0
26.8,12.6,0.7,89,2
24.9,5.8,0.03,96,0
26.5,18.4,0.04,85,2
25.3,13.0,0.0,92,2
25.7,14.0,0.0,91,2
25.9,17.3,0.0,88,2
27.0,13.7,0.02,87,2
25.4,13.7,0.0,90,2
24.9,11.2,0.0,94,0
26.2,3.6,1.9,87,0
24.4,10.8,0.22,96,0
25.7,11.5,0.42,71,1
24.7,17.6,0.01,76,2
26.9,3.6,0.59,81,0
25.9,3.6,0.0,75,0
24.8,22.0,0.0,72,2
24.7,4.3,0.75,96,0
25.7,9.7,0.0,80,0
24.8,9.7,1.95,97,0
25.3,3.6,0.99,96,0
23.3,3.6,0.58,98,0
23.5,5.8,0.02,98,0
24.0,3.6,0.22,94,0
23.1,8.6,0.34,98,0
26.0,3.6,0.14,94,0
23.7,7.6,0.41,98,0
24.3,11.2,1.59,98,0
22.2,5.0,0.22,97,0
24.8,18.0,1.7,97,2
24.5,14.0,0.98,97,2
25.3,3.6,0.47,95,0
24.7,13.7,0.42,98,2
24.6,5.0,1.0,97,0
24.3,16.2,1.38,98,2
22.2,3.6,0.48,96,0
28.0,13.0,0.0,100,2
24.9,20.5,0.47,95,2
24.7,22.7,1.12,96,2
24.6,22.0,2.18,96,2
26.0,3.6,0.48,94,0
23.7,7.9,0.0,89,0
25.4,16.9,0.01,93,2
24.5,24.1,0.09,94,2
25.6,16.2,0.0,87,2
24.9,22.3,0.01,93,2
24.8,11.9,0.0,93,0
25.1,12.2,0.0,91,0
24.9,14.4,0.0,89,2
25.1,10.1,0.0,94,0
24.9,19.4,0.0,91,2
22.7,3.6,1.49,98,0
25.0,18.7,0.0,90,2
25.1,18.0,0.0,91,2
24.3,8.3,0.04,97,0
24.7,19.8,0.01,94,2
25.0,19.8,0.01,94,2
25.1,19.8,0.01,93,2
24.6,14.8,0.36,96,2
24.7,22.7,0.61,95,2
24.2,6.8,1.49,90,0
31.0,8.3,0.0,58,1
28.1,7.2,0.03,71,1
28.0,6.1,0.34,84,0
28.5,3.6,0.05,68,1
27.9,6.1,0.37,71,1
29.9,7.6,0.0,63,1
29.9,3.6,0.01,62,1
30.3,3.6,0.0,59,1
30.5,3.6,1.53,61,1
29.9,7.6,0.0,64,1
29.9,3.6,0.26,61,1
25.1,8.3,0.66,86,0
24.5,5.8,0.03,74,0
25.8,6.5,0.49,87,0
27.8,18.7,0.01,78,2
22.6,3.6,0.09,97,0
26.7,7.2,0.0,69,1
7.4,3.6,0.0,93,3
23.6,12.6,5.54,98,4
23.9,3.6,1.33,99,0
24.1,16.2,1.53,97,2
24.1,3.6,0.07,95,0
23.0,3.6,0.31,96,0
23.8,5.4,0.11,96,0
23.6,4.3,0.57,96,0
25.6,9.0,1.24,90,0
18.7,3.6,4.51,99,0
20.8,4.0,0.02,97,0
23.8,4.0,0.85,96,0
23.8,7.6,0.64,96,0
23.8,6.8,0.17,96,0
23.3,5.8,2.93,98,0
26.5,18.7,0.0,88,2
27.0,20.2,0.05,83,2
24.2,4.3,0.0,91,0
20.8,3.6,0.01,97,0
20.7,3.6,0.01,97,0
20.9,3.6,0.01,99,0
25.5,5.4,0.4,88,0
19.1,3.6,2.67,100,0
16.6,3.6,0.77,99,0
27.0,15.1,0.09,94,2
19.4,3.6,0.12,99,0
20.4,3.6,0.35,99,0
22.0,3.6,0.06,97,0
20.5,3.6,0.29,99,0
17.7,3.6,0.15,100,0
22.9,3.6,1.55,99,0
27.3,3.6,0.4,99,0
18.6,3.6,0.21,100,0
24.2,6.1,0.32,97,0
23.6,5.4,0.12,96,0
22.1,3.6,0.33,96,0
24.3,5.0,0.7,96,0
22.1,9.0,1.88,99,0
23.4,3.6,0.43,96,0
22.6,13.0,2.81,97,0
22.8,9.7,0.66,97,0
24.2,13.0,0.88,96,0
21.4,5.8,0.78,96,0
27.2,9.4,0.0,75,1
24.3,9.7,2.62,94,0
23.7,5.8,0.0,74,0
22.5,21.2,0.0,85,2
24.0,11.9,3.17,97,0
24.5,10.8,1.1,94,0
24.2,4.3,0.59,96,0
23.6,9.7,1.59,98,0
21.6,7.9,0.0,89,0
19.0,4.3,0.17,92,0
20.5,6.8,0.2,91,0
-1.2,4.3,0.0,78,3
22.9,5.4,0.26,89,0
22.7,7.2,0.0,91,0
16.4,4.7,0.0,93,0
16.8,7.9,0.0,90,0
9.7,3.6,0.09,94,3
8.5,3.6,0.12,89,3
22.6,6.8,0.65,96,0
24.2,4.0,0.0,91,0
22.0,3.6,0.0,97,0
25.8,5.8,0.01,84,0
26.0,4.0,0.06,94,0
25.7,9.7,0.0,85,0
21.3,9.7,0.0,91,0
25.0,6.8,0.0,83,0
25.0,9.0,0.0,89,0
27.0,3.6,0.01,89,0
27.5,20.5,1.3,81,2
26.0,6.1,0.93,94,0
25.5,15.1,0.89,95,2
25.8,16.6,1.71,92,2
27.0,15.1,0.24,94,2
24.9,18.7,3.42,97,2
15.4,4.0,0.03,99,3
23.2,19.4,3.37,98,2
25.3,7.9,0.49,97,0
27.0,15.1,0.15,94,2
25.4,13.3,0.11,95,2
25.1,6.5,2.42,97,0
25.1,3.6,1.36,94,0
23.1,17.6,7.13,98,4
27.0,15.1,0.07,94,2
23.9,7.2,0.03,78,0
25.8,9.0,0.56,86,0
27.0,3.6,0.05,94,0
27.2,9.0,0.0,74,1
28.1,8.6,0.0,68,1
28.5,7.6,0.0,69,1
25.9,8.3,0.0,79,0
25.3,5.8,0.7,82,0
28.2,7.6,0.0,72,1
28.0,7.6,0.0,72,1
23.9,6.1,1.17,83,0
28.6,6.1,0.0,67,1
29.7,8.6,0.0,64,1
27.7,7.9,0.0,72,1
20.5,7.9,0.0,92,0
20.1,8.3,0.0,94,0
24.8,16.2,0.09,74,2
18.7,6.8,0.0,96,0
20.6,20.5,0.0,90,2
25.2,19.1,0.0,73,2
21.3,19.4,0.0,91,2
23.8,20.5,0.04,82,2
24.7,15.8,0.35,78,2
21.4,22.3,0.0,93,2
24.0,3.6,0.03,94,0
22.6,19.4,0.0,86,2
19.3,15.5,0.0,93,2
19.2,7.2,0.0,97,0
23.7,15.1,0.0,77,2
22.0,11.2,0.0,94,0
20.5,7.9,0.0,93,0
20.5,10.8,0.02,95,0
22.0,23.4,0.0,87,2
23.7,5.0,1.49,88,0
23.2,14.4,0.0,85,2
23.9,13.0,0.03,83,2
24.9,18.0,0.0,75,2
24.9,13.3,0.0,76,2
21.4,9.0,0.01,96,0
24.6,3.6,0.12,93,0
25.1,10.1,1.33,85,0
26.1,8.3,0.1,77,0
25.7,4.0,0.44,86,0
25.2,3.6,0.49,82,0
25.0,6.5,0.0,89,0
21.4,6.1,0.0,95,0
21.4,14.0,0.0,93,2
22.3,8.6,0.0,93,0
25.0,5.0,0.0,83,0
23.7,10.4,0.0,93,0
25.5,6.8,0.05,87,0
25.0,4.0,0.14,94,0
24.3,13.3,0.69,94,2
24.4,10.8,1.56,89,0
23.3,3.6,2.35,96,0
24.4,11.9,0.0,81,0
24.6,9.4,0.0,82,0
27.0,6.1,0.1,100,0
25.9,12.2,0.09,90,0
27.0,6.1,0.6,100,0
25.0,4.0,1.42,94,0
24.8,4.7,0.46,97,0
20.7,4.0,0.01,96,0
23.4,7.9,1.65,98,0
26.0,6.1,0.03,94,0
26.0,6.1,0.11,94,0
25.6,10.4,0.34,93,0
23.7,8.6,0.41,98,0
26.0,6.1,0.56,94,0
25.3,5.0,0.0,90,0
27.0,17.6,1.0,85,2
25.7,4.3,0.12,85,0
23.9,7.9,0.87,98,0
25.7,8.3,0.01,92,0
23.6,7.9,0.92,98,0
22.0,4.7,0.47,94,0
29.5,9.7,0.0,64,1
29.1,16.9,0.0,68,2
28.2,7.9,1.11,69,1
31.0,3.6,0.0,57,1
28.1,10.4,0.01,70,1
26.9,15.5,0.0,80,2
31.0,6.8,0.0,57,1
28.0,10.8,0.63,78,1
30.2,10.4,0.0,64,1
30.8,10.8,0.0,64,1
24.1,10.8,0.0,92,0
27.7,10.4,0.08,76,1
25.8,9.0,0.0,82,0
28.0,3.6,2.49,84,0
26.3,9.4,0.0,80,0
27.1,11.9,0.01,79,2
26.7,10.1,0.0,77,1
29.7,8.6,0.0,67,1
23.7,6.8,0.0,96,0
23.7,9.4,0.0,96,0
28.3,9.4,0.17,68,1
25.9,5.0,0.0,87,0
27.0,6.1,0.0,84,0
26.0,4.0,0.0,84,0
25.6,7.9,0.0,79,0
27.5,11.9,0.0,79,2
26.3,11.5,0.0,73,1
26.1,13.7,0.0,89,2
23.5,3.6,0.0,89,0
24.9,12.6,0.0,78,2
23.4,10.1,0.0,81,0
23.2,5.0,0.0,87,0
24.7,7.2,1.72,92,0
26.4,5.8,0.36,84,0
27.3,6.8,0.76,81,0
25.2,11.2,0.01,91,0
26.4,8.6,0.52,85,0
27.7,8.3,0.0,76,1
27.6,4.7,0.1,78,0
27.7,6.1,0.0,75,1
24.8,7.2,1.2,91,0
29.0,6.1,0.34,79,0
24.1,7.2,2.73,95,0
29.3,7.9,0.0,69,1
28.7,3.6,0.34,74,1
28.3,8.6,0.16,76,1
25.5,11.5,0.88,94,0
26.8,5.8,1.89,84,0
28.5,6.5,1.19,76,1
24.0,7.6,0.44,95,0
25.7,9.4,0.0,88,0
25.0,10.8,0.0,93,0
29.8,3.6,0.65,62,1
27.0,3.6,0.15,94,0
25.7,10.4,0.0,90,0
25.5,9.4,0.0,89,0
25.4,12.2,0.0,90,0
24.5,5.0,0.84,95,0
25.2,9.4,0.0,92,0
29.1,8.6,0.0,74,1
24.4,10.1,0.0,96,0
29.8,6.1,0.0,71,1
25.3,8.6,0.0,93,0
25.7,10.4,0.06,89,0
27.8,9.0,0.23,79,0
25.3,12.2,0.0,91,0
25.0,7.9,1.57,91,0
25.3,10.8,0.0,92,0
26.5,10.4,0.0,82,0
25.7,7.6,0.61,88,0
24.9,10.4,0.48,94,0
24.1,7.9,2.86,90,0
29.4,3.6,0.42,71,1
29.9,7.2,0.0,67,1
27.2,22.0,0.0,80,2
29.0,9.0,0.1,84,0
26.6,18.7,0.0,88,2
29.0,9.0,0.03,84,0
25.1,15.8,0.0,86,2
26.4,9.4,0.0,84,0
25.2,8.6,0.0,94,0
27.9,9.0,0.91,76,1
28.6,8.3,0.0,76,1
26.5,7.6,0.03,82,0
25.2,9.4,0.0,94,0
22.4,5.0,0.0,84,0
24.3,6.1,0.0,85,0
25.6,7.6,0.03,83,0
28.7,6.8,0.0,69,1
27.1,6.5,0.04,79,0
29.0,7.2,0.0,70,1
27.2,6.5,0.0,79,0
23.1,9.4,0.0,97,0
27.1,8.3,0.0,76,1
25.1,13.3,0.76,82,2
25.0,5.4,0.01,91,0
24.8,5.0,2.21,89,0
24.3,9.4,2.27,86,0
25.3,8.6,1.72,83,0
24.0,5.4,0.31,92,0
24.2,3.6,0.24,89,0
24.1,4.0,1.95,92,0
24.8,5.4,0.4,92,0
24.8,14.4,0.26,95,2
25.8,3.6,1.63,83,0
25.4,9.7,0.22,89,0
25.0,22.0,0.44,79,2
25.0,22.0,0.56,79,2
23.8,13.3,0.05,83,2
22.8,3.6,0.17,98,0
26.3,17.3,1.84,90,2
23.8,7.2,2.92,98,0
20.4,3.6,0.17,99,0
26.0,6.1,1.33,94,0
27.0,19.1,0.39,94,2
27.0,19.1,0.24,94,2
25.0,7.2,2.21,97,0
26.6,10.1,0.47,70,1
22.0,11.9,0.0,92,0
26.7,5.0,0.0,92,0
23.7,8.6,1.94,90,0
24.0,5.8,0.0,90,0
22.1,6.8,0.0,92,0
22.6,6.1,0.07,96,0
23.7,7.6,0.0,95,0
22.8,7.2,0.96,95,0
23.3,5.0,0.0,94,0
24.4,5.8,0.09,90,0
25.1,3.6,0.24,87,0
24.0,6.1,1.56,89,0
25.0,6.5,0.0,91,0
24.5,4.7,0.02,98,0
23.4,3.6,0.06,97,0
23.4,10.1,1.03,94,0
24.0,6.1,1.49,89,0
23.2,13.7,0.0,97,2
24.2,10.1,0.0,94,0
24.0,4.0,0.07,86,0
23.9,14.4,0.0,92,2
25.7,4.7,0.84,84,0
24.2,6.1,0.32,90,0
24.0,6.1,0.04,89,0
23.4,16.6,0.0,95,2
26.2,3.6,0.42,87,0
23.7,13.3,0.0,95,2
22.3,4.3,0.0,92,0
24.1,10.1,0.41,93,0
22.6,5.4,0.0,95,0
25.8,6.5,0.0,87,0
24.0,6.1,0.34,89,0
26.0,6.1,0.01,94,0
23.7,6.5,0.0,94,0
24.4,12.2,0.06,92,0
23.3,6.1,0.24,93,0
21.8,3.6,1.17,98,0
23.5,14.8,1.54,93,2
24.8,7.2,0.06,88,0
25.9,4.0,1.63,87,0
24.1,6.5,0.16,94,0
21.9,7.9,0.0,95,0
22.9,4.7,0.0,97,0
24.1,5.8,0.0,90,0
25.5,9.0,0.01,91,0
14.6,7.2,0.0,82,3
25.1,6.5,0.0,93,0
14.6,10.8,0.16,78,3
23.1,10.8,1.01,98,0
15.0,8.3,0.0,75,3
16.5,7.9,0.0,79,3
24.0,7.9,0.0,77,0
14.8,3.6,0.0,63,3
9.5,5.4,0.0,66,3
2.7,10.4,0.0,54,3
12.3,3.6,0.0,60,3
15.3,9.7,0.0,84,3
14.9,3.6,0.0,61,3
17.9,7.6,0.0,83,0
13.1,8.3,0.0,75,3
23.5,7.9,0.0,77,0
22.8,9.4,0.56,79,0
8.2,9.0,0.0,63,3
11.6,4.0,0.02,86,3
25.4,11.2,0.05,93,0
26.6,9.4,0.06,86,0
26.8,13.3,0.0,84,2
23.5,5.8,0.0,92,0
27.0,10.1,0.57,94,0
26.3,11.5,0.0,84,0
26.1,7.9,1.04,89,0
24.9,11.2,0.0,91,0
25.1,13.3,0.0,91,2
26.3,9.0,0.0,89,0
25.6,10.4,1.39,94,0
26.5,9.4,0.06,86,0
24.5,7.2,0.0,92,0
27.0,17.6,0.0,77,2
26.0,13.0,0.18,91,2
26.2,13.7,0.36,90,2
26.0,13.3,0.0,85,2
26.7,13.0,0.02,83,2
25.9,13.0,0.0,87,2
27.0,6.1,0.54,89,0
25.5,11.2,0.0,92,0
26.1,10.4,0.76,89,0
24.9,6.8,0.01,92,0
26.6,6.8,0.02,82,0
28.9,10.1,0.03,69,1
23.6,6.1,1.36,89,0
25.7,7.2,0.16,86,0
25.9,18.0,0.06,77,2
24.6,4.7,2.04,94,0
25.2,20.9,0.0,73,2
24.8,5.8,0.1,93,0
24.6,6.8,4.48,92,0
24.8,13.7,0.02,95,2
24.5,9.0,0.11,95,0
22.8,9.0,0.14,97,0
23.8,5.0,0.18,97,0
23.0,9.0,0.54,94,0
23.2,9.0,0.04,97,0
26.0,9.0,0.04,94,0
23.8,5.0,1.47,98,0
24.2,14.8,2.11,97,2
22.4,5.4,0.93,98,0
24.8,15.8,0.3,97,2
24.7,12.6,0.53,96,0
24.8,11.9,0.14,95,0
24.6,13.7,0.0,97,2
24.1,5.8,3.56,98,0
24.7,16.2,2.7,96,2
21.8,6.1,0.96,98,0
23.1,4.0,0.0,97,0
23.0,9.0,0.79,94,0
27.0,15.1,0.47,89,2
25.1,17.6,0.22,96,2
24.3,22.7,1.3,97,2
24.1,21.6,0.29,97,2
22.5,10.1,1.35,96,0
24.9,17.3,0.08,96,2
23.2,27.4,1.92,95,2
24.4,22.0,0.11,92,2
24.0,24.1,1.7,96,2
24.7,16.2,0.23,91,2
25.0,14.4,0.5,91,2
24.4,22.0,0.36,90,2
24.8,10.8,0.85,94,0
24.1,27.0,1.37,92,2
27.0,15.1,0.02,89,2
22.3,3.6,0.01,97,0
24.0,25.9,1.12,93,2
24.4,23.4,0.31,94,2
24.7,7.2,0.2,95,0
25.0,18.0,0.1,96,2
25.0,18.0,0.09,96,2
24.8,20.2,0.15,96,2
25.0,9.4,2.41,95,0
24.7,20.2,0.13,96,2
24.4,20.5,0.7,97,2
23.9,9.4,0.17,90,0
29.1,6.8,0.0,68,1
27.6,6.5,0.0,67,1
26.4,4.0,0.0,78,0
27.7,3.6,0.0,73,1
27.8,5.8,0.0,75,1
28.7,3.6,0.0,59,1
29.0,7.6,0.0,57,1
29.6,4.7,0.0,63,1
27.9,5.4,0.0,75,1
28.8,5.8,0.0,71,1
25.3,10.1,0.0,80,0
24.1,6.8,0.0,70,1
26.4,13.0,0.26,85,2
27.5,14.0,0.37,78,2
22.3,5.8,0.38,99,0
25.1,6.5,1.51,86,0
5.3,3.6,0.78,97,3
23.6,8.6,1.68,98,0
23.4,3.6,0.46,99,0
23.9,13.3,0.66,97,2
23.9,3.6,0.09,94,0
23.1,5.4,0.4,99,0
23.4,6.5,1.29,98,0
25.6,13.0,0.69,87,2
18.3,3.6,11.62,97,4
21.1,3.6,0.01,97,0
23.7,3.6,0.34,98,0
23.4,3.6,0.4,97,0
23.8,3.6,0.5,98,0
23.6,3.6,0.02,98,0
26.6,19.4,0.0,87,2
26.7,21.2,0.0,87,2
24.6,6.5,0.0,92,0
19.9,4.0,0.0,99,0
26.1,11.2,0.22,86,0
19.1,3.6,0.0,100,0
16.3,3.6,0.14,99,0
28.0,15.1,0.71,89,2
20.5,3.6,0.0,99,0
21.1,3.6,0.47,97,0
20.3,4.0,0.66,99,0
17.3,3.6,0.01,99,0
22.5,4.3,0.0,97,0
27.1,3.6,0.95,99,0
18.3,3.6,0.07,99,0
23.9,7.2,0.75,98,0
21.0,3.6,0.24,94,0
20.8,6.1,0.0,95,0
23.0,11.2,4.21,99,0
21.9,5.4,0.09,98,0
23.0,3.6,0.0,97,0
22.6,6.8,0.29,97,0
22.7,4.7,0.0,98,0
24.1,11.9,0.0,93,0
20.7,7.2,0.0,94,0
25.9,7.9,0.58,85,0
22.9,7.6,0.86,97,0
24.8,6.8,0.0,69,1
23.3,16.6,1.34,85,2
22.9,7.9,0.22,96,0
23.2,9.7,1.04,98,0
23.6,5.8,0.12,99,0
22.9,8.6,1.0,97,0
21.4,8.3,0.04,87,0
18.9,5.0,0.11,91,0
20.1,7.6,0.37,92,0
-2.3,3.6,0.0,79,3
22.8,6.8,0.0,89,0
22.0,7.6,0.0,89,0
15.9,5.8,0.0,92,3
16.4,9.0,0.04,89,3
8.3,6.5,0.01,81,3
7.2,3.6,0.02,83,3
22.5,3.6,0.8,97,0
24.8,6.8,0.0,91,0
23.1,3.6,0.02,95,0
26.0,6.8,0.96,82,0
24.0,6.1,0.07,94,0
25.9,8.6,0.01,83,0
22.2,10.1,0.0,92,0
24.0,3.6,0.01,94,0
24.0,6.1,0.01,94,0
25.0,9.0,0.01,94,0
27.0,6.1,0.63,89,0
27.3,25.9,1.81,81,2
26.0,6.1,0.77,94,0
25.3,15.1,0.36,96,2
25.4,14.0,0.0,94,2
28.0,15.1,0.65,89,2
25.4,11.2,0.03,93,0
14.7,3.6,9.39,100,4
22.6,11.9,7.43,99,4
25.5,9.7,0.28,93,0
28.0,15.1,0.76,89,2
25.0,12.2,0.0,97,0
24.6,11.5,0.28,96,0
24.5,9.7,0.25,95,0
22.7,8.6,16.11,99,4
28.0,15.1,0.33,89,2
22.2,9.4,0.47,78,0
26.3,8.6,0.0,74,1
28.0,3.6,0.21,94,0
26.9,6.8,0.0,68,1
27.3,6.5,0.0,67,1
27.7,7.6,0.0,65,1
28.0,3.6,0.19,94,0
27.1,5.0,0.09,64,1
26.2,7.9,0.05,72,1
26.4,5.4,0.0,71,1
27.1,6.1,0.02,64,1
27.1,3.6,0.0,64,1
25.0,5.4,0.14,77,0
27.7,6.1,0.0,62,1
29.0,6.1,0.0,57,1
27.3,5.8,0.0,66,1
20.8,7.9,0.0,93,0
20.4,8.3,0.0,94,0
23.4,14.4,0.84,91,2
18.8,7.6,0.0,95,0
21.0,20.2,0.0,92,2
20.9,12.2,0.0,97,0
25.4,18.4,0.19,78,2
21.0,3.6,0.22,94,0
21.5,15.5,0.0,91,2
22.9,18.4,1.77,89,2
23.8,13.7,0.06,89,2
21.6,17.3,0.0,93,2
23.4,16.9,0.0,83,2
19.5,13.7,0.0,92,2
19.7,6.8,0.0,98,0
24.2,15.8,0.0,79,2
23.0,6.1,0.96,89,0
20.8,6.1,0.1,90,0
21.0,9.4,0.0,93,0
22.3,18.7,0.0,88,2
23.5,10.1,1.34,92,0
22.7,5.8,0.51,90,0
22.1,13.7,3.38,95,2
23.9,12.2,0.33,91,0
22.5,15.1,1.18,93,2
21.5,7.2,0.0,96,0
24.5,12.2,0.11,93,0
23.8,13.3,3.06,93,2
24.8,7.9,0.08,94,0
23.3,8.6,0.99,95,0
25.1,5.4,0.4,87,0
21.4,5.8,0.02,96,0
22.4,7.9,0.02,95,0
24.2,12.6,0.0,95,0
23.8,14.0,0.0,93,2
25.9,4.3,0.0,85,0
24.0,4.0,0.23,100,0
24.2,16.6,0.02,94,2
24.3,12.2,0.06,93,0
23.8,5.8,0.0,94,0
22.9,13.7,0.98,92,2
23.2,14.8,0.02,93,2
27.0,3.6,0.36,94,0
26.5,10.8,0.3,87,0
27.0,3.6,0.17,94,0
24.0,4.0,0.09,100,0
23.8,3.6,0.01,96,0
19.7,4.3,0.0,95,0
22.7,7.6,0.0,97,0
24.5,6.1,0.0,92,0
25.7,13.0,0.06,90,2
23.2,8.6,0.0,97,0
25.3,3.6,0.0,88,0
27.2,14.8,0.0,84,2
25.6,4.0,0.0,84,0
23.3,9.7,0.0,97,0
25.4,10.4,0.0,90,0
22.9,9.7,0.04,97,0
21.8,4.0,0.0,91,0
28.2,11.2,0.0,70,1
29.2,21.2,0.0,65,2
26.5,9.0,0.22,77,0
30.0,6.5,0.0,54,1
29.5,14.0,0.4,69,1
28.3,14.8,0.0,73,2
30.6,3.6,0.0,52,1
29.1,12.2,0.0,68,1
30.0,10.8,0.0,65,1
31.4,15.5,0.0,60,1
26.1,9.0,0.11,81,0
27.5,4.0,0.45,78,0
26.9,10.1,0.43,81,0
27.3,10.1,0.92,79,0
28.0,9.4,0.0,75,1
23.8,8.3,0.0,87,0
27.0,10.8,0.31,79,0
27.4,5.0,0.03,82,0
24.3,9.7,0.0,89,0
25.0,11.2,0.0,86,0
27.1,10.4,0.0,74,1
26.6,9.7,0.0,77,0
26.0,6.1,1.28,84,0
26.6,5.8,0.07,82,0
26.0,6.1,2.27,84,0
25.1,7.6,0.0,85,0
27.8,19.1,0.34,78,2
27.1,7.6,0.0,72,1
26.2,11.5,0.14,86,0
26.0,6.1,0.0,84,0
23.1,4.7,0.33,96,0
26.1,3.6,0.72,83,0
22.5,6.1,1.86,90,0
25.4,11.5,0.0,85,0
22.9,14.8,3.85,88,2
22.2,5.4,0.0,94,0
24.5,9.0,0.0,91,0
25.9,5.4,0.46,88,0
27.0,3.6,0.01,84,0
25.1,13.3,0.0,87,2
26.9,3.6,0.0,81,0
25.9,13.7,0.0,87,2
27.6,3.6,1.48,81,0
27.2,3.6,0.0,80,0
24.3,10.1,0.04,92,0
24.5,10.8,0.0,92,0
25.2,9.0,0.07,90,0
27.7,7.2,0.0,81,0
27.2,5.4,0.16,82,0
27.3,9.7,1.45,80,0
25.6,12.6,0.31,94,0
26.4,8.6,0.63,84,0
28.3,9.4,1.13,76,1
24.2,9.7,0.02,91,0
27.6,5.8,0.0,79,0
27.6,5.4,0.01,80,0
24.4,10.8,0.0,95,0
24.0,10.1,0.0,95,0
28.8,3.6,0.0,59,1
26.0,3.6,0.17,89,0
24.3,10.8,0.0,93,0
24.3,11.5,0.0,94,0
25.1,12.6,0.41,92,0
23.8,4.3,0.0,94,0
24.4,7.9,0.0,97,0
28.2,5.8,0.0,78,0
24.7,10.1,0.29,95,0
